Order ID,Customer Zip Code,Product,Purchase Date,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Customer Name,Customer State,Customer City
0-603-64974-2,35239,Wine,5/31/2020,Coca-Cola,Alcoholic,922,3222,6566,-3344,Felicia Singleton,Utah,Lake Davidburgh
1-363-99486-7,35473,Wine,2/6/2020,Pepsi,Alcoholic,753,8037,3826,4211,Bryan Stephens,Maine,Larrychester
1-08-967299-3,21681,Cola,2/8/2022,Pepsi,Soft Drink,383,9300,5149,4151,Mia Gutierrez,Georgia,Donnaside
1-879768-07-0,61948,Lemonade,5/27/2022,Coca-Cola,Soft Drink,608,6503,4143,2360,Rebecca Thompson,Ohio,Curtisside
0-9548485-8-6,71193,Vodka,4/7/2021,Pepsi,Alcoholic,202,8500,3066,5434,James Mann,Michigan,Simpsonmouth
0-524-62964-1,90469,Cola,9/16/2022,Pepsi,Soft Drink,434,7976,2379,5597,Mr. Phillip Kim,Arizona,Lopezhaven
0-546-52749-3,89269,Beer,4/13/2020,Pepsi,Alcoholic,407,6025,6680,-655,Karen Roman,Michigan,Hernandezfort
1-70961-704-7,4012,Beer,8/12/2021,Pepsi,Alcoholic,769,2922,2893,29,Mary Carroll,Vermont,Claytonburgh
0-218-80719-8,66853,Coffee,1/29/2021,Pepsi,Coffee,429,5407,593,4814,Dwayne Nash,Utah,East John
1-82430-780-2,35619,Herbal Tea,3/17/2022,Pepsi,Tea,630,8111,5529,2582,Kenneth Jones,Florida,Melissaberg
1-169-10623-4,84136,Energy Drink,2/7/2023,Pepsi,Soft Drink,353,6054,2690,3364,Stephen Estrada,Delaware,East Christian
0-8354-8622-2,82989,Vodka,8/2/2021,Pepsi,Alcoholic,618,5735,4583,1152,Angel Bryant,Iowa,East Emilyborough
0-08-543381-0,2091,Lemonade,2/26/2020,Coca-Cola,Soft Drink,563,9313,7822,1491,Andrew Richardson,Montana,Port Randy
1-07-491665-4,29281,Vodka,5/28/2023,Coca-Cola,Alcoholic,205,1379,753,626,Jackie Rhodes,Wyoming,New Danielborough
1-886468-97-4,1524,Beer,9/25/2022,Dr. Pepper,Alcoholic,466,8636,3728,4908,Daniel Johnson,North Dakota,Greenbury
1-65650-360-3,33443,Energy Drink,5/22/2022,Dr. Pepper,Soft Drink,352,7599,4752,2847,Jacqueline Taylor,Colorado,North Kyleton
0-612-01023-6,89023,Black Tea,11/15/2021,Coca-Cola,Tea,525,9612,7138,2474,Katelyn Jones,Rhode Island,East Robertchester
0-658-49719-7,82359,Black Tea,1/21/2022,Pepsi,Tea,239,3363,7644,-4281,Ryan White,California,West Priscilla
1-69927-273-5,98070,Wine,5/29/2023,Dr. Pepper,Alcoholic,230,2334,5752,-3418,Leslie Barker,Iowa,West Rachel
1-281-85455-7,3125,Vodka,7/8/2023,Dr. Pepper,Alcoholic,981,4890,2327,2563,Jennifer Johnson,Minnesota,Burtonberg
0-05-098051-3,30862,Beer,1/2/2021,Coca-Cola,Alcoholic,751,1390,5358,-3968,Daniel Goodwin,Nebraska,Lake Emilyburgh
1-06-824058-X,42548,Vodka,10/17/2020,Pepsi,Alcoholic,174,3310,1881,1429,Ian Rich,Minnesota,Toddmouth
0-9502661-1-6,29004,Beer,8/19/2021,Pepsi,Alcoholic,207,4607,6758,-2151,Mr. Michael Marquez,Nebraska,West Monicafurt
1-65848-394-4,73167,Beer,1/31/2021,Coca-Cola,Alcoholic,462,4674,4614,60,Terri Monroe,New York,East Karen
1-65731-727-7,53310,Beer,5/12/2020,Pepsi,Alcoholic,453,6007,6986,-979,Bailey Holder,Washington,Hayleyberg
0-533-68953-8,83234,Energy Drink,11/12/2020,Pepsi,Soft Drink,205,5901,2823,3078,Andrea Walsh,Rhode Island,Rogersport
0-06-847348-6,20004,Vodka,8/12/2022,Coca-Cola,Alcoholic,262,8371,4481,3890,Thomas Anderson,Virginia,Port Martinland
1-199-54204-0,48990,Black Tea,2/23/2021,Pepsi,Tea,580,7069,5429,1640,Jenna Davis,Alabama,Port Antonio
1-297-57068-5,94216,Wine,7/28/2022,Coca-Cola,Alcoholic,212,9184,6684,2500,Terry Brown,Delaware,Cynthiastad
0-529-80167-1,96780,Beer,6/29/2023,Pepsi,Alcoholic,366,9202,6107,3095,Sheila Gilbert,Alaska,Frederickburgh
0-442-01165-2,47209,Black Tea,9/1/2021,Pepsi,Tea,300,2978,6180,-3202,Carlos Spencer,Texas,Ellisonmouth
0-293-00178-2,83128,Vodka,6/12/2023,Pepsi,Alcoholic,301,4346,4743,-397,Ryan Abbott,Virginia,Catherineshire
1-09-646281-8,35840,Coffee,11/20/2022,Pepsi,Coffee,727,4194,4978,-784,Brett Reyes,New Hampshire,Jessicastad
1-66540-685-2,43227,Vodka,10/15/2022,Pepsi,Alcoholic,455,7165,5426,1739,Arthur Perez,Colorado,East Dominiquefort
0-305-94568-8,29895,Black Tea,7/21/2020,Dr. Pepper,Tea,666,8854,3818,5036,Marcus Powell,Alaska,Jacquelinehaven
1-132-25682-8,16791,Green Tea,4/30/2023,Dr. Pepper,Tea,994,7314,4255,3059,Brett Martin,Colorado,North Daniel
0-7582-7739-3,94151,Herbal Tea,7/5/2020,Pepsi,Tea,404,3978,2902,1076,Matthew Logan,Kansas,Bennettchester
1-75175-768-4,96813,Wine,1/1/2022,Dr. Pepper,Alcoholic,332,9176,4013,5163,Darren Burke,Alabama,Carpenterbury
0-9686874-6-6,21689,Vodka,7/23/2020,Dr. Pepper,Alcoholic,356,3525,749,2776,Johnny Edwards,Idaho,Lake Rachelport
1-4352-0578-2,38134,Wine,4/10/2020,Pepsi,Alcoholic,596,6287,7894,-1607,Tracey Walker,Arkansas,Waltersburgh
0-09-598094-6,20028,Black Tea,11/28/2022,Dr. Pepper,Tea,921,4790,3249,1541,Julia Porter,Utah,Leonardshire
0-493-79393-3,6179,Herbal Tea,6/13/2022,Coca-Cola,Tea,514,7925,4400,3525,Fred Martin,North Dakota,Kellychester
1-59678-652-3,49674,Cola,7/1/2023,Coca-Cola,Soft Drink,509,5798,5431,367,Lisa King,West Virginia,Hopkinshaven
1-70331-777-7,86333,Coffee,11/16/2022,Coca-Cola,Coffee,205,3695,2795,900,Natalie Mccormick,Arkansas,East Dawn
1-71405-829-8,44244,Energy Drink,4/28/2023,Pepsi,Soft Drink,236,1052,5509,-4457,Christian Proctor,Texas,Anthonyview
0-453-24649-4,87352,Cola,4/2/2021,Dr. Pepper,Soft Drink,562,1729,2619,-890,Christina Mcmillan,New Jersey,Taylorhaven
1-928711-45-6,90272,Coffee,8/14/2020,Dr. Pepper,Coffee,917,6985,5932,1053,Jerry Sims,Oregon,West Wesleychester
0-9577442-8-5,83264,Green Tea,9/11/2020,Pepsi,Tea,789,2584,7430,-4846,Michelle Carter,Minnesota,North Robertfort
0-8401-5068-7,2940,Energy Drink,4/23/2023,Coca-Cola,Soft Drink,662,4500,1942,2558,Kristy Ball,Washington,Joshuafort
1-153-96846-0,10813,Wine,9/27/2021,Dr. Pepper,Alcoholic,297,9643,1586,8057,Patricia Vasquez,Colorado,Lake Christina
1-61996-128-8,46752,Coffee,6/1/2021,Dr. Pepper,Coffee,305,4669,4244,425,Tyler Brown,Rhode Island,New Douglas
0-88880-716-3,41944,Vodka,10/17/2020,Pepsi,Alcoholic,488,2979,3000,-21,Laurie Lopez,Massachusetts,Flowersfurt
1-4043-1504-7,39162,Coffee,2/13/2022,Coca-Cola,Coffee,884,5578,3734,1844,Matthew Kelley,Maryland,Fitzgeraldstad
1-4463-1530-4,7787,Black Tea,2/11/2022,Dr. Pepper,Tea,117,6295,720,5575,Ashley Ball,Indiana,Lisabury
1-58998-843-4,85907,Black Tea,3/20/2023,Coca-Cola,Tea,448,1563,4270,-2707,Lawrence Shelton,Washington,North Caleb
0-686-90368-4,24128,Vodka,4/8/2023,Dr. Pepper,Alcoholic,537,9148,4586,4562,Leslie Vega,Colorado,Port Amy
1-72810-298-7,84654,Lemonade,1/11/2023,Pepsi,Soft Drink,953,2206,1433,773,Nicholas Townsend,North Dakota,Duncanville
0-516-02528-7,68116,Herbal Tea,3/20/2020,Coca-Cola,Tea,938,1831,6050,-4219,Douglas Cox,Nevada,West Henry
1-4361-4527-9,29178,Energy Drink,10/2/2020,Coca-Cola,Soft Drink,606,6082,4678,1404,Teresa Williams,Oregon,South Rogerport
0-8323-9405-X,26068,Green Tea,11/14/2021,Dr. Pepper,Tea,782,2084,6888,-4804,Tonya Ayers,Michigan,Jimenezmouth
1-880633-77-9,20928,Lemonade,5/20/2020,Dr. Pepper,Soft Drink,276,6496,5252,1244,Timothy Smith,West Virginia,Elizabethtown
1-343-80890-1,22533,Lemonade,7/18/2020,Dr. Pepper,Soft Drink,613,1878,4530,-2652,Gabrielle Forbes,Hawaii,West Kimberlystad
0-8331-6085-0,6081,Wine,3/11/2022,Pepsi,Alcoholic,594,7612,5967,1645,Robert Sullivan,Alabama,Alejandrofort
1-57154-414-3,3273,Vodka,2/12/2020,Coca-Cola,Alcoholic,801,3254,5470,-2216,Tami Martinez,Minnesota,Dwayneburgh
0-468-58062-X,89310,Beer,3/24/2023,Pepsi,Alcoholic,386,4228,6320,-2092,Mr. Henry Bailey DVM,North Dakota,Whitetown
1-280-41270-4,3052,Wine,1/30/2023,Pepsi,Alcoholic,919,8985,3733,5252,Jessica Miller,Hawaii,South Ryanport
0-274-66682-0,43674,Wine,6/8/2021,Coca-Cola,Alcoholic,629,4084,7534,-3450,Meghan Lowery,Maine,Popebury
0-06-260648-4,34050,Energy Drink,1/23/2023,Pepsi,Soft Drink,470,7364,2067,5297,David Webb,North Dakota,Lake Matthewfort
1-346-71482-7,6259,Vodka,10/24/2020,Coca-Cola,Alcoholic,640,5604,4081,1523,Toni Richards,Minnesota,West Crystalshire
0-253-13708-X,20986,Energy Drink,6/5/2020,Pepsi,Soft Drink,510,6241,5883,358,Kevin Mendez,Idaho,Riveratown
0-7807-0356-1,53101,Energy Drink,10/26/2020,Coca-Cola,Soft Drink,915,5330,2347,2983,Mary Carter,New Mexico,North Virginia
1-5163-8980-8,99526,Wine,9/13/2021,Dr. Pepper,Alcoholic,646,5547,7248,-1701,Brandon Lopez,Virginia,South Carrie
0-7943-8151-0,95189,Cola,5/14/2023,Dr. Pepper,Soft Drink,405,5864,771,5093,James Phillips,Kansas,West Williammouth
1-351-59290-4,60778,Wine,3/11/2020,Pepsi,Alcoholic,269,6386,1393,4993,Julie Davis,Alaska,Port Eugene
0-321-37424-X,29368,Energy Drink,1/8/2022,Coca-Cola,Soft Drink,980,8598,1989,6609,Stephen Leonard,Kansas,Christineland
1-65091-670-1,2910,Herbal Tea,1/31/2023,Coca-Cola,Tea,480,1890,3939,-2049,Daniel Ballard,South Dakota,Lake Andrea
1-75975-194-4,24395,Beer,7/24/2021,Coca-Cola,Alcoholic,670,2955,1091,1864,Nicholas Mcdonald,Connecticut,Port Anthony
1-82420-686-0,6023,Lemonade,8/4/2020,Coca-Cola,Soft Drink,444,7228,5468,1760,Alyssa Moore,Hawaii,Piercebury
0-18-252153-2,3452,Energy Drink,7/8/2023,Coca-Cola,Soft Drink,865,8260,5399,2861,Travis Richmond,Vermont,East Ryanmouth
0-18-059364-1,52332,Cola,1/8/2022,Dr. Pepper,Soft Drink,906,4349,6833,-2484,James Miller,New Jersey,Jenniferview
0-634-61202-6,67233,Energy Drink,5/6/2022,Pepsi,Soft Drink,847,7099,536,6563,Jacqueline Flowers,Tennessee,West Sarahport
1-71926-661-1,89686,Cola,1/28/2022,Dr. Pepper,Soft Drink,313,1475,4533,-3058,Daniel Morton,New York,East Joshuafurt
1-67644-650-8,82422,Vodka,12/3/2021,Dr. Pepper,Alcoholic,156,2646,7156,-4510,James Bauer,Alabama,Rollinsstad
0-2286-9010-2,81630,Beer,7/19/2022,Dr. Pepper,Alcoholic,682,4514,6543,-2029,Deborah Bell,Idaho,Gabrielside
1-368-34776-2,61102,Beer,11/16/2020,Pepsi,Alcoholic,779,4431,2698,1733,Leroy Fox,Virginia,East Amandahaven
0-05-445320-8,83870,Coffee,5/14/2023,Dr. Pepper,Coffee,427,4670,7404,-2734,Ryan Brown,Ohio,Harveyton
1-85577-267-1,26648,Herbal Tea,2/1/2022,Dr. Pepper,Tea,958,9781,579,9202,Victoria Duncan,Massachusetts,Louisfort
1-379-08570-5,99839,Energy Drink,7/12/2023,Coca-Cola,Soft Drink,627,7551,1076,6475,Becky Stevenson,West Virginia,East Caroline
0-324-37340-6,39289,Black Tea,8/16/2021,Coca-Cola,Tea,248,5152,1144,4008,Vicki Foster,Iowa,Lake Jennatown
1-66315-275-6,70939,Lemonade,2/25/2022,Dr. Pepper,Soft Drink,491,8250,6507,1743,Laura Spencer,New Mexico,South Michaelfurt
0-506-64110-4,3179,Vodka,10/22/2021,Pepsi,Alcoholic,731,9914,3712,6202,Louis Gonzalez,Montana,South Jeffrey
1-313-32379-9,21877,Wine,10/3/2020,Coca-Cola,Alcoholic,610,2888,2794,94,Derek Richardson,Missouri,Lake Danielstad
1-83402-442-0,30510,Beer,9/25/2021,Coca-Cola,Alcoholic,435,7934,4033,3901,Thomas Williams,Georgia,Port Victoria
0-673-87871-6,2727,Black Tea,6/12/2022,Coca-Cola,Tea,638,7256,3791,3465,Thomas Fields,Nevada,South Carolyn
1-214-09098-2,84065,Herbal Tea,2/1/2021,Dr. Pepper,Tea,398,6602,1875,4727,Kathryn Velez,Ohio,Robbinsville
1-245-15411-7,45022,Lemonade,9/16/2022,Dr. Pepper,Soft Drink,818,2607,1866,741,Eric Smith,Rhode Island,Lake Shannon
1-68039-346-4,34339,Beer,8/27/2020,Dr. Pepper,Alcoholic,720,4494,671,3823,Michelle Cannon DVM,Utah,Lake Brooke
0-646-14460-X,20014,Black Tea,1/6/2020,Pepsi,Tea,932,6763,5170,1593,Kathryn Kline,Minnesota,Port Jennifer
1-63898-768-8,71978,Wine,7/29/2020,Dr. Pepper,Alcoholic,197,8910,7320,1590,Robert Evans,Tennessee,Lake Charlesside
1-57790-537-7,54925,Cola,11/28/2022,Pepsi,Soft Drink,382,3392,3331,61,April Steele,Arkansas,Lake Jeffrey
1-4650-0462-9,5242,Herbal Tea,11/13/2020,Pepsi,Tea,472,8628,2263,6365,Anthony Brown,Virginia,Codytown
0-359-78237-X,96896,Vodka,9/11/2022,Dr. Pepper,Alcoholic,962,6453,2959,3494,Alexis Williams,Missouri,Silvaville
0-290-88755-0,86235,Lemonade,3/24/2022,Pepsi,Soft Drink,594,9337,6913,2424,Kathleen Howard,Hawaii,Lake Mark
1-961242-88-5,98803,Coffee,2/19/2022,Dr. Pepper,Coffee,445,6057,2655,3402,Linda Nelson,Montana,Anthonybury
0-618-66378-9,58078,Black Tea,6/30/2023,Dr. Pepper,Tea,504,8236,7961,275,Samuel Fuller,Oregon,North Tiffany
1-4150-1154-0,28048,Herbal Tea,9/10/2021,Coca-Cola,Tea,240,9185,7581,1604,James Dillon,Washington,New Thomasland
0-304-41993-1,20005,Wine,12/30/2021,Dr. Pepper,Alcoholic,498,8339,6525,1814,Anne Martinez,West Virginia,Reillyton
0-513-57513-8,23445,Wine,3/27/2020,Coca-Cola,Alcoholic,249,8108,3133,4975,Courtney Ballard,Massachusetts,Anaville
0-401-63777-8,24020,Coffee,1/21/2023,Coca-Cola,Coffee,234,5150,6447,-1297,Eric Rivera,Maine,Robertbury
1-83125-366-6,1226,Energy Drink,10/17/2020,Coca-Cola,Soft Drink,791,4202,3914,288,Samantha Huff,Oregon,Spencerview
0-7915-1003-4,75627,Cola,1/12/2023,Pepsi,Soft Drink,600,1037,873,164,Jamie Anderson,Tennessee,Markshire
1-917131-64-X,55841,Black Tea,4/14/2022,Pepsi,Tea,140,5273,2620,2653,Keith Henry,Maryland,South Belindamouth
1-69862-335-6,19841,Vodka,6/26/2021,Dr. Pepper,Alcoholic,580,2903,2039,864,Raymond Garcia,Massachusetts,Justinview
1-4625-2446-X,44112,Herbal Tea,10/22/2022,Dr. Pepper,Tea,530,4792,2997,1795,Elizabeth Ward,Texas,East Francisco
0-616-17738-0,83114,Coffee,5/9/2023,Coca-Cola,Coffee,811,6174,2901,3273,Joseph Hamilton,Utah,Port Julieberg
1-03-140459-7,59709,Green Tea,4/22/2020,Coca-Cola,Tea,597,7275,561,6714,Stacy Garza MD,South Dakota,East Donna
1-55800-152-2,28350,Vodka,5/2/2023,Pepsi,Alcoholic,593,2187,7359,-5172,Morgan Lowe,Virginia,North Julie
0-86979-581-3,31317,Beer,7/23/2021,Pepsi,Alcoholic,556,4403,4445,-42,Michael Rogers,Maryland,East Victoriamouth
0-446-45834-1,86232,Coffee,6/12/2021,Pepsi,Coffee,407,8424,2818,5606,Anthony Hendricks,New Hampshire,Sullivanland
1-4803-9249-9,38350,Green Tea,3/19/2022,Dr. Pepper,Tea,609,9452,5516,3936,Laura Elliott,Illinois,East Katie
0-7264-1678-9,37923,Herbal Tea,11/15/2022,Coca-Cola,Tea,192,7830,3980,3850,Brian Ware,Louisiana,North Lauren
0-7448-4681-1,38734,Lemonade,7/18/2020,Pepsi,Soft Drink,743,7696,6798,898,Brooke Williams,Kentucky,North Robertchester
0-442-55065-0,44656,Black Tea,9/24/2022,Coca-Cola,Tea,316,9373,6058,3315,Justin Thompson,Michigan,Lake Shane
1-5152-0235-6,67490,Coffee,7/4/2021,Coca-Cola,Coffee,999,8655,757,7898,Sara Armstrong,North Carolina,Christopherbury
0-415-43015-1,15239,Wine,3/22/2020,Coca-Cola,Alcoholic,200,6589,3599,2990,Mario Garcia,California,South Mackenzieview
0-11-862701-5,58476,Vodka,7/14/2020,Pepsi,Alcoholic,908,7811,1094,6717,Darrell Sweeney,Rhode Island,West Nathan
1-81833-371-6,6230,Wine,7/12/2022,Pepsi,Alcoholic,767,1131,1147,-16,Dana Collins,Idaho,West Danielland
1-85142-860-7,53763,Wine,1/4/2020,Dr. Pepper,Alcoholic,486,3356,1181,2175,Robert Obrien,Kansas,North Stephaniechester
1-145-61079-X,54062,Herbal Tea,5/6/2022,Pepsi,Tea,505,5363,1666,3697,Crystal Rosales,Nevada,Jenniferview
1-886795-58-4,96733,Green Tea,3/29/2022,Coca-Cola,Tea,767,8109,4866,3243,John Haney,West Virginia,West Jeremy
0-7073-5289-4,84286,Wine,10/18/2021,Coca-Cola,Alcoholic,676,6309,4930,1379,Tammy Chapman,Minnesota,Rubiomouth
1-365-24610-8,96866,Green Tea,7/4/2023,Coca-Cola,Tea,587,6432,5532,900,Lee Pierce,Alabama,Martinezbury
0-903787-08-3,59082,Wine,12/29/2021,Coca-Cola,Alcoholic,387,5775,4247,1528,Bianca Crosby,Nebraska,Jasonmouth
0-10-382655-6,99885,Vodka,9/19/2021,Dr. Pepper,Alcoholic,527,8275,7575,700,David Fields,Nevada,Zimmermanstad
1-4663-2214-4,49055,Lemonade,1/13/2021,Coca-Cola,Soft Drink,719,4455,6472,-2017,Lindsay Taylor,Indiana,Amychester
0-16-750062-7,21681,Vodka,4/28/2021,Dr. Pepper,Alcoholic,636,7839,7074,765,Felicia Gonzalez,Tennessee,Port David
1-108-51248-8,3452,Energy Drink,11/11/2020,Coca-Cola,Soft Drink,985,1148,2313,-1165,Natalie Smith,Rhode Island,Port Cindy
1-278-67683-X,20005,Herbal Tea,12/23/2020,Coca-Cola,Tea,937,8527,5963,2564,Edward Sanchez,Ohio,Williamsport
0-88158-500-9,16070,Herbal Tea,10/25/2020,Pepsi,Tea,336,9121,6543,2578,Nathan Taylor,Washington,Carpenterside
1-4014-4341-9,73140,Lemonade,7/9/2020,Coca-Cola,Soft Drink,885,2309,2825,-516,Jennifer Simmons,New York,Currytown
0-01-238657-X,60699,Vodka,7/29/2022,Dr. Pepper,Alcoholic,752,9421,6093,3328,William Costa,Kentucky,Leonardbury
1-158-02678-1,58235,Herbal Tea,5/24/2021,Coca-Cola,Tea,167,4256,3741,515,Alicia Lopez,Washington,Morrisonside
0-658-45907-4,48753,Beer,11/13/2020,Coca-Cola,Alcoholic,886,7252,7202,50,Abigail Simmons,Idaho,Port Stephanie
1-183-59278-7,36115,Vodka,5/20/2020,Pepsi,Alcoholic,585,3417,7923,-4506,Jeffrey Johnson,North Dakota,Jacquelinestad
1-274-31691-X,20015,Vodka,3/6/2020,Pepsi,Alcoholic,930,6796,6306,490,Jeffrey Adams,Washington,Kingborough
0-582-56323-2,44885,Wine,5/5/2020,Dr. Pepper,Alcoholic,635,8451,6458,1993,Dustin Hernandez,Oregon,Munozside
1-66661-584-6,41908,Coffee,12/4/2020,Pepsi,Coffee,803,4195,5290,-1095,Steven Mcguire,Missouri,East Brandonshire
1-894264-50-9,83800,Vodka,11/6/2020,Coca-Cola,Alcoholic,828,4948,5515,-567,Edward Griffin,Georgia,Porterberg
1-896452-57-4,14284,Wine,9/11/2020,Coca-Cola,Alcoholic,313,1625,1608,17,Elizabeth Davis,Maryland,South Kennethmouth
0-697-38013-0,58665,Herbal Tea,1/18/2022,Dr. Pepper,Tea,347,8028,3297,4731,James Maxwell,Maryland,North Antoniobury
0-8436-5833-9,49739,Coffee,6/18/2023,Coca-Cola,Coffee,238,6547,7910,-1363,Kristin Rivers,Hawaii,Cherylchester
1-01-664396-9,3554,Cola,5/14/2022,Dr. Pepper,Soft Drink,127,7797,1151,6646,Jessica Farmer,South Dakota,Andersonville
1-80725-043-1,31667,Green Tea,9/23/2020,Coca-Cola,Tea,851,4706,3186,1520,Alexis Velasquez,Minnesota,Tinaton
0-88520-973-7,31266,Beer,5/26/2020,Coca-Cola,Alcoholic,635,6278,2443,3835,Vanessa Brown,Mississippi,Port Samantha
1-57943-676-5,21454,Coffee,5/2/2023,Pepsi,Coffee,108,7517,6175,1342,Patricia Roberts,Kentucky,North Jacob
0-266-14788-7,45526,Lemonade,11/24/2022,Pepsi,Soft Drink,302,4035,1321,2714,Carol Rich,Washington,Warrenport
0-12-126672-9,98758,Green Tea,12/9/2020,Coca-Cola,Tea,448,7055,1970,5085,Brian Barnes DDS,Indiana,New Melissabury
0-382-58833-9,82286,Cola,6/7/2021,Coca-Cola,Soft Drink,827,4174,6404,-2230,Jim Wright,South Dakota,Jamesburgh
0-519-58962-9,72859,Coffee,8/23/2022,Pepsi,Coffee,189,8529,7812,717,Mrs. Kayla Wood,Texas,South Jeffery
1-182-55017-7,83523,Beer,5/31/2020,Pepsi,Alcoholic,543,2481,6184,-3703,Tiffany Parsons,North Dakota,Davidport
1-4603-1415-8,57607,Lemonade,4/9/2021,Dr. Pepper,Soft Drink,848,8216,4343,3873,Ian Brown,Indiana,West Erica
0-231-70497-6,71061,Wine,6/10/2023,Pepsi,Alcoholic,310,5980,1587,4393,Christopher Daugherty,North Carolina,North Lawrencetown
0-7476-3056-9,80920,Energy Drink,9/27/2022,Dr. Pepper,Soft Drink,162,2888,1168,1720,Christopher Perry,Florida,Jonberg
1-61931-441-X,49105,Lemonade,12/26/2021,Pepsi,Soft Drink,722,1536,3068,-1532,John Williams,Colorado,West Timothy
1-277-98594-4,73186,Coffee,7/7/2023,Coca-Cola,Coffee,621,2803,3871,-1068,Christopher Lane,New Jersey,Lake James
1-906793-07-7,57166,Herbal Tea,3/3/2023,Dr. Pepper,Tea,601,5397,1544,3853,Debbie Harper,Michigan,Carlton
0-9823644-2-3,7119,Green Tea,11/18/2022,Coca-Cola,Tea,432,3306,4021,-715,Scott Swanson,Hawaii,Moorefurt
0-467-96138-7,19744,Coffee,3/30/2021,Coca-Cola,Coffee,370,9901,715,9186,Timothy Roman,Massachusetts,West Dominiqueborough
0-16-377724-1,82572,Energy Drink,5/31/2020,Dr. Pepper,Soft Drink,464,7559,5586,1973,Nathan Rodriguez,Nebraska,South Kellyside
1-04-065012-0,13113,Vodka,6/25/2022,Pepsi,Alcoholic,824,9254,5212,4042,Amber Olsen,Iowa,Tiffanyland
1-325-73188-9,31594,Lemonade,7/12/2022,Coca-Cola,Soft Drink,562,1334,3806,-2472,Jo Powell,Oklahoma,Lake Mary
0-8333-9266-2,87395,Cola,12/26/2021,Pepsi,Soft Drink,238,2083,2663,-580,Richard Ford,Kansas,Jamieside
1-276-39255-9,73064,Cola,1/31/2020,Coca-Cola,Soft Drink,398,2846,6789,-3943,Christopher Alexander,Mississippi,East Hunter
1-252-18217-1,28571,Beer,6/1/2023,Pepsi,Alcoholic,514,5081,3068,2013,Corey Anderson,South Dakota,Andreside
0-517-81990-2,73120,Energy Drink,6/21/2020,Pepsi,Soft Drink,302,6337,2808,3529,Kayla Johnson,California,Kimberg
0-86802-458-9,2907,Wine,5/15/2021,Dr. Pepper,Alcoholic,209,6525,2424,4101,Kathryn Hess,Kentucky,Moyerview
1-5419-9877-4,85184,Wine,6/21/2022,Dr. Pepper,Alcoholic,544,6428,4071,2357,Mike Banks,New York,Sharonbury
1-78975-566-2,60448,Energy Drink,5/9/2022,Coca-Cola,Soft Drink,586,2009,656,1353,Jacqueline Duncan,Vermont,Lake Bobtown
1-216-76234-1,99113,Vodka,4/1/2023,Dr. Pepper,Alcoholic,989,9409,4221,5188,Lori Miller,Maine,South Amandafort
0-576-88308-5,4298,Energy Drink,7/13/2022,Pepsi,Soft Drink,798,3024,2781,243,Mason Singleton,North Dakota,Schwartzside
0-7488-3389-7,60062,Green Tea,5/8/2020,Coca-Cola,Tea,474,1655,4419,-2764,Elizabeth Murphy,Louisiana,South Martin
0-7733-5424-7,29728,Beer,8/21/2021,Coca-Cola,Alcoholic,782,2999,3465,-466,Jason Gutierrez,Washington,Port Jennifer
1-5273-7289-8,76762,Green Tea,11/25/2022,Dr. Pepper,Tea,182,1701,4993,-3292,Misty Anderson,Michigan,Stevensfort
1-82632-883-1,17219,Wine,8/24/2022,Pepsi,Alcoholic,558,6471,4228,2243,Arthur Jackson,North Dakota,New Josephmouth
1-83619-201-0,53897,Cola,11/24/2022,Dr. Pepper,Soft Drink,662,5305,3047,2258,James Griffin,Delaware,East Adrianburgh
0-554-97332-4,99891,Energy Drink,4/25/2022,Pepsi,Soft Drink,374,1992,7608,-5616,Katherine Sanchez,Virginia,Griffinburgh
1-77883-483-3,48317,Green Tea,6/16/2023,Pepsi,Tea,894,4475,7930,-3455,Nicole Adams,Florida,West Eric
0-17-239753-7,3638,Green Tea,1/27/2023,Pepsi,Tea,759,4840,6973,-2133,Trevor Chambers,Utah,South Sarahbury
0-7182-2539-2,65256,Coffee,4/8/2022,Dr. Pepper,Coffee,934,7915,1338,6577,Elizabeth Moore,New Mexico,East Sherryland
1-74224-596-X,47965,Green Tea,5/17/2023,Pepsi,Tea,839,2353,5981,-3628,Thomas Smith,Colorado,Floresfurt
1-80542-817-9,51063,Cola,3/19/2020,Pepsi,Soft Drink,282,3694,5147,-1453,John Mckay Jr.,Minnesota,Amberfurt
1-4327-1742-1,84121,Herbal Tea,6/3/2021,Pepsi,Tea,364,8480,1637,6843,Kevin Gibson DDS,West Virginia,Moralesmouth
1-77149-308-9,88067,Energy Drink,8/30/2020,Coca-Cola,Soft Drink,896,8745,7415,1330,Lindsey Johnson,New Mexico,East William
1-77058-869-8,2890,Wine,9/21/2020,Dr. Pepper,Alcoholic,949,6179,2221,3958,Jacqueline Jones,Nebraska,North Kelseyshire
1-76274-849-5,73091,Vodka,7/6/2023,Pepsi,Alcoholic,725,6250,7990,-1740,Christopher Villarreal,Georgia,East Erica
0-07-427021-4,99680,Lemonade,3/4/2022,Pepsi,Soft Drink,960,2753,2431,322,Stephen Ryan,Vermont,East Teresamouth
0-10-932582-6,83669,Beer,3/6/2020,Coca-Cola,Alcoholic,838,2283,6139,-3856,Alexander Chan,Mississippi,Richardshire
0-8384-4996-4,55287,Beer,4/2/2022,Pepsi,Alcoholic,475,9319,2618,6701,Lisa Levy,Maine,Haleyland
